Loan_ID,Age,Income,Employment_Length,Education_Level,Marital_Status,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Credit_Score,Debt_to_Income_Ratio,Number_of_Credit_Cards,Current_Total_Debt,Payment_History_Score,Account_Balance,Number_of_Bank_Accounts,Previous_Loans,Default_History,Risk_Level
LN100237,29,59051,13,Doctorate,Married,47185,24,12.02,Education,504,48.8,9,124612,802,5725,6,1,0,Medium
LN100238,21,100738,39,High School,Married,46127,36,5.06,Education,748,40.69,1,28663,349,64105,8,4,0,Medium
LN100239,30,93596,14,High School,Widowed,8685,60,8.81,Business,717,13.48,0,138805,386,25223,1,3,0,Low
LN100240,48,80071,16,Bachelor,Widowed,29661,36,3.82,Home,376,35.43,1,100961,602,92305,2,0,0,Medium
LN100241,58,150613,17,High School,Single,47637,12,5.33,Other,848,14.12,4,164073,300,27384,8,1,1,Medium
LN100242,24,93601,31,Associate,Married,23366,12,16.9,Other,724,46.8,5,171200,680,62993,7,1,0,Low
LN100243,40,49873,37,Master,Married,42712,12,17.19,Medical,728,37.33,0,181702,661,97681,9,3,0,Low
LN100244,41,187720,22,High School,Single,29276,60,16.73,Business,784,57.68,6,141401,680,98428,2,3,0,Low
LN100245,22,91468,22,Associate,Married,20410,48,15.49,Other,434,19.16,3,54105,461,30027,8,2,0,Medium
LN100246,22,46470,34,Doctorate,Single,14678,60,16.59,Medical,553,40.3,8,64436,318,12767,6,3,0,Low
LN100247,34,28328,38,Master,Single,29575,36,14.57,Home,554,20.58,5,129379,542,87017,1,3,0,Medium
LN100248,47,157405,14,Doctorate,Married,46401,48,14.55,Business,798,40.7,8,131705,428,18354,4,1,0,Medium
LN100249,26,141173,23,Associate,Divorced,46230,48,14.51,Business,783,46.13,0,93635,475,48777,2,0,0,Medium
LN100250,23,66638,27,Doctorate,Widowed,18888,36,11.98,Education,345,46.12,3,70579,708,84682,7,1,0,Medium
LN100251,42,31268,15,Doctorate,Married,21727,48,9.5,Home,742,50.75,1,15242,383,21901,9,3,1,Low
LN100252,36,133920,15,Doctorate,Divorced,8081,24,15.55,Business,303,52.68,5,99901,675,49966,6,2,1,High
LN100253,33,130379,39,High School,Single,28021,36,8.43,Medical,300,13.86,3,126056,521,68637,4,0,0,Medium
LN100254,38,168117,38,High School,Divorced,14449,36,12.46,Other,589,27.16,8,159205,624,94263,5,2,0,Medium
LN100255,19,191813,5,High School,Married,20657,24,10.65,Home,408,44.36,2,156812,750,99958,1,4,0,Medium
LN100256,27,193842,1,Master,Married,40059,60,8.06,Home,759,34.93,0,101628,715,16515,4,2,0,Medium
LN100257,33,27887,12,Associate,Divorced,6532,60,19.58,Business,565,19.53,0,31976,744,24806,3,2,1,Low
LN100258,54,44918,8,High School,Married,42130,60,7.77,Business,437,37.64,8,172139,624,98698,9,3,0,Medium
LN100259,32,55497,33,Doctorate,Widowed,21015,48,8.6,Business,733,30.37,8,12231,822,3573,6,3,0,Low
LN100260,30,113562,16,Doctorate,Divorced,42756,24,6.17,Medical,343,29.5,4,198177,465,41941,4,3,0,High
LN100261,30,31929,26,Doctorate,Single,11344,36,17.08,Education,809,50.49,1,135400,537,91044,3,3,0,Medium
LN100262,49,122201,28,Doctorate,Divorced,46198,36,13.18,Business,561,30.38,8,26261,312,91521,4,3,0,Low
LN100263,62,136566,36,Bachelor,Divorced,14106,36,13.62,Education,451,11.32,7,26262,556,43915,8,2,1,Medium
LN100264,64,48546,21,Master,Divorced,39206,48,17.04,Education,512,12.9,9,135352,813,53780,5,4,0,Low
LN100265,63,188410,23,Associate,Divorced,14652,48,9.16,Home,533,52.81,9,163814,509,5060,1,3,0,Low
LN100266,25,185355,6,Associate,Single,29550,60,6.69,Other,660,58.03,5,4590,783,49094,5,4,0,Medium
LN100267,60,102494,33,High School,Single,11389,48,6.77,Other,619,44.42,6,117726,664,56899,8,4,0,Medium
LN100268,35,66566,11,Bachelor,Single,27361,60,15.59,Medical,521,28.22,5,182298,524,55421,4,1,1,High
LN100269,53,105464,22,Associate,Divorced,40847,60,13.63,Medical,509,56.93,4,88542,493,45610,2,1,0,High
LN100270,43,148279,14,Master,Widowed,44063,36,6.9,Other,695,43.14,3,14570,495,10933,3,0,0,Low
LN100271,27,101991,32,Doctorate,Widowed,18703,48,5.89,Other,788,52.22,6,10533,699,72168,9,1,0,Medium
LN100272,48,112680,12,High School,Single,23642,60,5.49,Home,763,48.29,3,126890,356,43898,7,3,0,High
LN100273,50,48013,22,Master,Widowed,46326,24,13.86,Home,751,28.96,9,145438,512,88509,3,4,0,Low
LN100274,46,72132,37,Associate,Widowed,41509,24,3.5,Other,712,33.94,9,114819,578,5589,5,0,0,Medium
LN100275,22,179156,31,Bachelor,Widowed,18881,48,3.8,Business,775,19.31,9,77368,679,11612,3,1,0,High
LN100276,30,127855,34,High School,Widowed,20414,36,9.93,Business,555,24.6,8,160397,416,47611,4,2,0,Medium
LN100277,18,172215,0,Associate,Widowed,19329,36,14.91,Home,449,48.91,4,35798,750,18888,8,0,0,Low
LN100278,40,111627,4,High School,Married,27831,60,14.97,Education,426,54.7,7,171525,709,19417,3,3,0,High
LN100279,57,142772,12,Associate,Single,46091,48,10.6,Other,691,46.22,5,23849,666,61323,3,4,0,High
LN100280,20,165251,4,Doctorate,Divorced,12588,24,14.9,Medical,779,33.26,3,188015,412,77551,8,3,0,Medium
LN100281,20,161294,31,Bachelor,Widowed,5903,60,12.1,Business,696,14.33,2,138229,463,45440,7,3,0,Low
LN100282,24,84068,20,Doctorate,Married,49416,60,19.62,Education,701,12.85,5,112972,303,35744,7,2,0,Medium
LN100283,53,175021,23,Associate,Divorced,47723,12,6.18,Business,573,28.72,0,162250,322,83391,2,2,0,Low
LN100284,52,36116,17,Master,Married,40572,48,13.41,Education,438,33.19,1,30030,391,11891,7,4,1,Low
LN100285,32,71369,20,Doctorate,Widowed,22610,60,11.61,Other,402,40.46,6,127026,768,93298,3,1,0,Medium
LN100286,57,199889,9,Master,Widowed,39052,24,6.71,Other,541,10.32,3,183206,454,72131,7,3,0,High
LN100287,20,123100,23,Associate,Widowed,38457,12,15.87,Other,416,59.49,4,121398,506,62093,4,1,0,High
LN100288,46,49655,39,Bachelor,Widowed,26527,24,8.05,Home,513,28.2,9,66729,380,50294,8,4,0,Medium
LN100289,47,67632,20,Master,Divorced,42550,36,9.8,Education,783,52.4,0,9164,782,28557,8,3,0,Medium
LN100290,56,165265,24,Associate,Divorced,34011,12,9.68,Medical,828,36.75,1,2119,706,87472,6,1,0,Low
LN100291,35,181848,22,Master,Married,42275,12,7.53,Medical,523,16.52,3,14351,402,61166,3,3,0,High
LN100292,28,194297,21,Doctorate,Single,39764,60,10.61,Other,569,49.88,7,188135,539,83817,6,2,0,Medium
LN100293,60,199884,3,Associate,Widowed,37004,36,11.31,Medical,433,45.49,9,73076,564,2192,6,2,0,High
LN100294,66,38895,33,Doctorate,Married,29064,60,15.78,Business,413,36.37,3,46162,332,45032,3,0,0,Medium
LN100295,55,172281,5,High School,Married,33702,48,16.12,Education,740,35.73,2,32760,334,99395,4,4,1,Medium
LN100296,57,43086,27,Associate,Married,25165,24,6.12,Education,664,14.37,2,181750,548,49851,2,1,0,High
LN100297,18,105637,30,Master,Widowed,13631,24,13.28,Education,531,42.79,4,90074,349,42861,1,3,0,Low
LN100298,46,178279,34,High School,Widowed,26852,60,18.29,Business,757,55.56,2,120567,579,34946,2,0,0,Low
LN100299,27,127334,38,Doctorate,Married,9507,24,5.29,Home,674,14.66,7,179700,451,49884,7,4,0,Low
LN100300,45,171969,22,Doctorate,Widowed,5527,24,11.3,Business,506,23.18,4,172811,836,46360,5,4,0,High
LN100301,48,83083,5,Master,Married,33981,48,15.88,Education,819,55.12,6,30738,529,63252,9,4,0,Medium
LN100302,36,115028,15,High School,Divorced,40764,36,13.59,Education,767,24.22,7,47921,587,97845,3,1,0,Medium
LN100303,20,86957,1,Bachelor,Widowed,41235,12,5.16,Education,742,42.7,4,123448,694,41472,2,2,0,Low
LN100304,53,117551,23,Master,Divorced,38471,60,10.04,Medical,620,36.74,7,62068,752,35455,4,0,0,Medium
LN100305,60,98506,16,Doctorate,Single,5662,60,11.87,Home,392,39.82,2,24581,332,28672,2,1,0,Medium
LN100306,32,158355,0,Associate,Widowed,29940,48,19.93,Business,707,30.79,6,96672,662,3756,7,3,0,Low
LN100307,50,114024,5,High School,Single,46882,48,6.45,Education,457,25.0,7,22485,410,88454,6,1,0,High
LN100308,58,101481,4,Bachelor,Married,11256,12,19.71,Other,398,12.43,6,37294,420,70030,8,3,0,Low
LN100309,60,20255,28,Associate,Widowed,33432,36,9.71,Home,524,47.21,1,54001,315,58151,5,3,0,Low
LN100310,68,35487,11,High School,Widowed,13367,60,6.81,Other,740,47.3,7,133706,822,34047,2,4,0,Low
LN100311,62,39346,38,Master,Widowed,43065,48,10.33,Home,700,43.54,5,44969,397,72074,4,1,0,Low
LN100312,43,55050,2,Master,Single,30511,60,13.63,Education,363,42.18,9,1093,415,62391,1,2,0,Medium
LN100313,33,28744,0,High School,Single,13573,24,7.02,Home,578,22.19,2,29370,770,2221,2,3,0,Low
LN100314,53,175828,26,Bachelor,Married,20582,60,8.31,Home,818,11.12,3,20750,738,5164,4,4,0,High
LN100315,50,81596,23,High School,Divorced,10378,36,17.6,Education,547,50.44,6,17472,580,33622,6,2,0,Low
LN100316,37,176218,18,Associate,Divorced,18500,36,19.98,Other,667,34.56,2,19934,648,35980,4,1,0,Medium
LN100317,30,139640,7,Associate,Single,5305,60,8.75,Other,397,25.34,0,175846,531,51738,4,2,0,Medium
LN100318,50,75032,1,Master,Widowed,26881,24,5.96,Medical,567,15.1,5,40125,410,84688,2,1,0,Medium
LN100319,22,62687,29,High School,Divorced,9697,36,16.59,Other,359,13.14,2,199053,651,79921,9,3,1,Low
LN100320,54,197175,29,Master,Divorced,12222,48,13.41,Other,799,27.44,9,40103,311,23612,8,0,0,High
LN100321,31,173048,38,Bachelor,Single,12933,60,5.16,Home,607,50.24,5,192157,787,78066,8,0,0,Medium
LN100322,44,82863,31,Associate,Married,22849,24,19.12,Medical,792,55.94,9,89705,832,68876,5,3,0,Low
LN100323,40,151663,0,Doctorate,Single,29236,48,4.79,Education,710,54.84,2,57543,584,60572,3,2,0,Medium
LN100324,31,26277,37,Doctorate,Single,49231,60,13.82,Education,439,56.0,5,149010,844,88660,6,1,0,Medium
LN100325,57,81860,12,High School,Widowed,38170,24,10.49,Business,627,55.39,3,78492,691,33043,9,0,0,High
LN100326,21,153332,10,High School,Single,17901,48,12.68,Medical,763,36.36,3,183658,469,77831,8,1,0,Low
LN100327,56,44741,9,Doctorate,Widowed,11940,36,7.02,Home,462,20.97,9,59024,376,85783,7,3,1,Low
LN100328,69,139720,25,High School,Married,24054,60,14.85,Business,359,49.9,9,171759,596,66250,8,2,0,Low
LN100329,36,57211,19,Associate,Widowed,45863,60,19.34,Business,330,20.69,1,27207,629,38822,4,1,1,Low
LN100330,64,192614,16,Bachelor,Married,48610,36,11.06,Education,632,23.36,3,50354,362,59424,6,2,0,Medium
LN100331,21,26869,16,Bachelor,Married,9544,12,12.13,Other,375,21.66,3,169382,569,66345,5,0,0,Medium
LN100332,47,107616,3,Master,Married,30318,48,7.46,Home,616,35.75,6,49960,515,52878,2,1,0,Low
LN100333,36,114515,4,Associate,Single,11074,36,18.22,Medical,716,26.09,4,62262,489,64963,8,4,0,Low
LN100334,48,170494,22,High School,Widowed,44618,60,19.52,Business,489,17.71,7,98155,374,95680,3,0,0,Low
LN100335,48,186685,9,High School,Divorced,38518,48,16.47,Home,788,32.66,6,145475,809,85898,5,2,0,Medium
LN100336,26,80110,27,Master,Single,30444,48,12.46,Education,614,53.7,9,145137,392,36,8,3,0,High
LN100337,30,54033,32,Master,Married,25446,12,19.29,Business,595,38.53,8,158873,352,32402,9,4,1,Low
LN100338,31,65213,25,High School,Divorced,33543,60,6.04,Business,800,53.92,7,109182,795,90034,9,1,0,Low
LN100339,63,32938,28,High School,Single,29789,24,11.4,Education,476,19.79,8,100132,393,93923,5,0,0,Medium
LN100340,27,150842,26,Associate,Divorced,6617,12,12.37,Education,514,18.35,0,161302,528,10273,2,1,0,High
LN100341,65,22274,17,Master,Married,40298,12,11.62,Education,631,38.78,9,73706,549,25030,7,1,1,Medium
LN100342,48,104390,39,Associate,Divorced,8333,24,16.74,Home,427,33.17,2,30968,690,52460,7,4,0,Low
LN100343,54,182887,9,High School,Divorced,45002,24,14.56,Home,568,43.01,4,43517,481,76939,8,4,0,Low
LN100344,40,170033,4,Doctorate,Married,27152,12,5.59,Home,834,49.73,8,185311,566,80573,8,4,0,Medium
LN100345,44,40044,9,Doctorate,Divorced,29091,48,9.22,Other,665,47.57,7,164727,580,19039,5,4,0,Medium
LN100346,23,119372,20,High School,Single,5511,36,9.09,Business,647,57.11,9,130282,382,14017,1,3,0,Low
LN100347,43,173047,23,Master,Divorced,42850,36,12.83,Home,441,29.91,6,194843,485,82901,4,2,0,Low
LN100348,19,34706,37,Doctorate,Widowed,21636,12,8.31,Other,444,20.32,1,46984,830,39215,4,4,0,Medium
LN100349,62,157046,2,Master,Single,25517,48,5.43,Business,544,37.55,5,143121,647,12583,3,0,0,Low
LN100350,30,96464,39,Doctorate,Divorced,36786,24,14.29,Home,741,15.54,3,73321,722,32919,8,1,0,Medium
LN100351,68,41213,30,Master,Widowed,13820,12,17.54,Education,589,24.44,4,122854,753,47025,3,4,0,Low
LN100352,67,21950,36,Doctorate,Widowed,41244,60,18.87,Medical,411,20.39,4,196885,566,44254,5,0,1,Medium
LN100353,36,30411,1,Master,Widowed,14178,48,19.55,Home,513,29.83,3,136727,806,46275,2,3,0,Low
LN100354,18,148603,1,Associate,Divorced,6725,60,16.39,Medical,499,15.56,3,91638,441,57943,6,0,0,High
LN100355,57,197228,38,Master,Married,23477,60,5.81,Home,704,11.59,3,69972,615,9514,6,0,0,Low
LN100356,49,82744,33,Associate,Widowed,39469,12,17.58,Education,720,42.84,1,22432,531,38416,8,3,0,Low
LN100357,39,168843,19,Associate,Married,13496,48,10.1,Medical,306,40.51,0,66896,596,1511,8,3,1,High
LN100358,65,55053,32,High School,Single,17270,60,15.54,Other,824,45.42,1,175008,321,18642,1,1,0,High
LN100359,46,158117,3,Associate,Married,15472,48,12.27,Education,585,43.02,6,106035,683,82151,5,4,0,Low
LN100360,19,77623,10,Bachelor,Married,25724,36,17.17,Medical,688,15.71,0,14750,425,97125,2,0,0,High
LN100361,57,49714,4,Associate,Married,35416,60,10.52,Medical,715,24.55,5,28987,402,51894,5,2,0,Low
LN100362,55,185458,24,Master,Married,40575,60,4.52,Education,449,16.48,3,103995,409,24225,9,2,0,Medium
LN100363,65,129283,36,Associate,Married,20654,48,12.69,Education,727,52.15,1,27165,771,20846,4,1,0,Low
LN100364,28,28562,33,Master,Single,16078,36,6.33,Education,592,47.35,2,182613,364,29152,8,2,0,Low
LN100365,34,75048,8,Master,Single,33030,60,19.43,Business,633,20.08,6,25346,771,66107,1,1,0,Medium
LN100366,68,113295,5,Bachelor,Married,12572,12,12.19,Other,571,27.07,5,4514,375,50354,8,4,0,Medium
LN100367,60,32026,17,Associate,Married,22408,48,12.63,Home,342,58.33,5,25838,318,26188,6,1,1,Medium
LN100368,25,126147,13,Associate,Widowed,24359,48,18.47,Medical,767,39.71,7,28559,683,60910,8,3,0,Medium
LN100369,39,51589,18,Doctorate,Single,13698,60,13.81,Home,618,50.06,7,102223,489,42530,6,3,0,High
LN100370,21,128199,13,Doctorate,Divorced,9856,36,8.5,Education,791,23.23,5,60207,659,78753,3,3,0,Low
LN100371,28,117274,39,High School,Single,32527,60,8.39,Other,826,20.5,0,17385,751,41999,8,3,0,Low
LN100372,25,46844,16,Master,Divorced,44492,24,11.78,Other,471,49.2,9,150389,378,6609,5,3,1,Medium
LN100373,26,174519,34,Bachelor,Widowed,14245,60,17.8,Business,620,44.29,6,132465,471,58769,5,3,0,Low
LN100374,43,110415,28,Doctorate,Married,48634,24,16.61,Education,343,44.05,7,25881,511,47397,7,3,1,Medium
LN100375,19,74708,16,Associate,Widowed,47864,12,19.39,Medical,831,37.63,4,112761,744,49322,6,3,0,Medium
LN100376,33,90825,7,High School,Married,33946,48,4.69,Business,753,38.18,3,160027,448,5151,9,3,0,Low
LN100377,48,71574,0,Bachelor,Single,42355,48,7.93,Education,382,46.78,6,59308,309,6406,7,4,0,High
LN100378,23,105548,35,Associate,Married,42690,36,4.82,Business,842,23.5,5,111515,841,62678,3,3,0,Low
LN100379,38,169884,6,Associate,Divorced,42814,60,15.89,Home,621,27.64,5,190086,354,47062,5,1,0,Low
LN100380,43,84230,4,Master,Divorced,36645,12,5.82,Education,533,53.58,2,197502,479,80429,9,4,1,Low
LN100381,36,192700,23,Master,Widowed,24278,24,5.15,Medical,839,25.44,9,73031,680,32956,2,2,0,Low
LN100382,45,60581,27,Doctorate,Single,12203,36,12.77,Medical,551,37.32,3,106257,721,53830,1,0,1,Low
LN100383,25,197700,16,Doctorate,Divorced,26658,12,10.29,Education,748,45.13,4,87973,750,72681,8,4,0,Medium
LN100384,31,45105,36,Associate,Widowed,47596,12,15.3,Business,538,60.0,8,60596,392,98903,8,3,0,Medium
LN100385,41,99830,19,Associate,Single,20797,24,11.54,Other,789,31.76,7,133785,819,13133,2,4,0,High
LN100386,65,89157,2,Doctorate,Single,37806,24,10.52,Education,763,31.4,2,21428,712,12209,8,0,0,Low
LN100387,61,183514,36,Doctorate,Widowed,35958,48,10.52,Medical,613,52.13,5,63160,693,92501,5,0,1,Low
LN100388,54,107235,25,Associate,Divorced,11265,60,17.89,Home,474,50.28,9,198243,630,74681,2,3,0,High
LN100389,43,22347,14,Bachelor,Divorced,11598,36,10.02,Medical,479,46.55,0,81729,732,54345,7,3,0,Low
LN100390,48,67650,7,Associate,Widowed,40183,60,9.0,Other,684,33.16,2,61843,462,42585,7,1,0,High
LN100391,68,168182,12,Bachelor,Divorced,22142,36,9.09,Medical,594,26.2,9,155075,339,34638,3,0,1,High
LN100392,49,155995,2,Bachelor,Widowed,31998,12,6.74,Other,514,40.44,6,81169,384,20645,1,3,0,High
LN100393,67,144926,0,Associate,Divorced,30890,24,17.7,Education,374,53.81,6,95764,390,18408,4,0,0,Low
LN100394,58,101147,8,High School,Divorced,33878,24,5.92,Medical,643,54.19,1,174149,783,12521,2,1,0,Low
LN100395,19,68135,30,Doctorate,Widowed,19306,12,18.49,Business,441,15.42,2,27730,684,87414,4,2,0,Medium
LN100396,42,39199,25,Master,Widowed,16885,12,8.18,Business,498,31.42,6,115082,492,38221,8,0,0,Medium
LN100397,69,160138,16,Associate,Divorced,49145,36,18.34,Medical,470,33.24,5,73981,552,21086,2,1,0,Low
LN100398,61,121583,33,Bachelor,Widowed,48826,12,16.55,Medical,705,58.88,6,66573,543,16923,1,1,0,Medium
LN100399,19,112290,8,Associate,Divorced,12443,36,13.1,Home,527,43.9,9,160941,569,81761,3,1,0,Low
LN100400,59,187647,12,Doctorate,Married,36839,60,14.55,Medical,710,30.36,8,32076,318,7202,7,4,1,Medium
LN100401,18,140787,4,Bachelor,Single,22084,24,8.88,Home,361,11.3,7,127283,339,95675,6,3,0,High
LN100402,53,197805,12,Master,Single,28911,24,12.97,Home,626,38.27,5,26094,815,97510,6,0,1,Low
LN100403,29,134427,0,Master,Divorced,9383,24,8.32,Home,432,14.8,3,158889,332,92477,7,4,0,Low
LN100404,26,168063,24,Master,Single,31777,60,10.14,Home,488,51.72,9,11555,749,37206,8,0,0,Low
LN100405,53,173625,3,High School,Divorced,39361,60,16.12,Education,655,47.63,8,71656,838,19885,3,4,0,Low
LN100406,58,107493,35,Bachelor,Widowed,19758,48,7.52,Business,370,33.03,6,129061,618,11218,3,3,0,Low
LN100407,45,151706,9,Bachelor,Married,34521,36,17.34,Home,562,31.46,4,122432,423,45692,8,1,1,Low
LN100408,55,32771,27,High School,Single,25529,36,9.7,Business,605,54.87,1,182265,671,52689,7,0,1,Low
LN100409,50,145607,5,Bachelor,Single,28091,48,12.28,Home,523,24.42,8,136787,650,94286,5,1,0,High
LN100410,59,169370,26,High School,Widowed,44794,24,19.04,Business,627,22.45,6,131694,622,97148,4,3,1,High
LN100411,63,99876,11,Associate,Married,36381,36,14.74,Medical,373,56.96,8,35162,787,6716,6,0,0,Medium
LN100412,39,187071,2,Doctorate,Married,40380,36,14.15,Medical,810,50.46,8,102173,750,16088,9,2,1,Low
LN100413,42,79648,32,Master,Married,35932,24,15.24,Business,441,51.03,9,98858,652,31001,6,2,0,Low
LN100414,35,95783,9,High School,Widowed,49097,12,18.65,Home,401,19.76,4,102980,415,22584,8,2,1,Medium
LN100415,23,64440,30,High School,Single,6908,12,7.6,Education,364,17.16,6,127652,312,4286,1,3,1,Medium
LN100416,35,51655,14,High School,Single,44722,48,13.62,Business,492,11.3,4,39458,619,4739,6,2,0,High
LN100417,69,63039,6,Associate,Married,35358,60,10.11,Other,361,21.85,2,105122,464,30158,2,0,0,Low
LN100418,33,75255,35,High School,Widowed,35412,36,3.7,Education,831,48.71,9,99538,384,5605,3,2,0,Medium
LN100419,32,92219,13,Doctorate,Widowed,23174,36,5.57,Other,540,22.0,7,135212,547,56492,6,0,0,Medium
LN100420,65,31244,13,Doctorate,Widowed,20496,48,8.86,Business,709,46.46,7,112201,731,3321,2,3,0,High
LN100421,25,114594,2,Master,Married,7928,48,12.82,Home,599,22.6,8,149455,778,44541,4,1,0,Medium
LN100422,30,78595,2,Associate,Widowed,35632,36,18.04,Other,494,29.76,5,149790,667,51701,6,4,0,Medium
LN100423,60,190623,21,Doctorate,Married,37309,24,16.55,Business,753,59.16,1,189471,656,99520,5,2,0,Medium
LN100424,24,123898,18,Bachelor,Married,14280,24,12.63,Education,600,22.24,2,88008,707,12170,6,4,0,High
LN100425,34,48371,34,Bachelor,Married,45449,60,4.72,Home,755,28.82,9,153935,644,56045,6,1,0,Low
LN100426,67,179950,11,Bachelor,Divorced,26635,36,8.22,Other,501,25.05,5,12377,478,8933,8,3,0,Low
LN100427,49,187229,4,High School,Married,31957,36,9.55,Business,601,15.48,0,84031,724,88228,9,3,0,Medium
LN100428,39,25914,9,High School,Widowed,41895,36,13.76,Home,636,34.49,1,192595,840,97010,5,1,0,Low
LN100429,68,47180,32,Bachelor,Divorced,9963,36,4.57,Home,331,28.93,7,125403,742,9906,6,4,0,Medium
LN100430,30,154760,12,Master,Single,32521,48,12.25,Medical,397,44.74,7,146942,605,23814,6,2,0,High
LN100431,64,100219,34,Master,Single,37615,12,18.37,Home,490,50.88,5,58487,666,818,6,0,0,Medium
LN100432,40,98616,31,High School,Widowed,49529,36,15.14,Business,840,37.21,2,151372,335,8434,2,3,0,Medium
LN100433,46,160988,10,Bachelor,Widowed,26695,12,16.65,Education,347,11.61,1,188023,762,56153,4,1,1,Medium
LN100434,39,115213,37,Master,Widowed,14357,24,14.75,Medical,549,40.95,5,68639,445,30571,1,4,0,High
LN100435,18,178432,23,High School,Widowed,30176,60,6.91,Business,525,12.77,0,91731,445,40694,1,2,1,High
LN100436,46,57805,34,Bachelor,Divorced,23409,24,5.32,Business,571,40.82,9,125766,679,94426,1,4,0,Medium
LN100437,65,164525,18,Associate,Widowed,5987,36,17.19,Business,784,44.25,5,104429,467,45485,7,2,1,Medium
LN100438,22,146599,5,Bachelor,Married,6965,24,14.98,Other,627,19.89,8,175052,574,12069,1,0,0,Low
LN100439,52,173775,39,Bachelor,Single,45084,48,12.99,Other,479,50.97,6,164122,386,57198,6,0,0,Low
LN100440,27,94176,34,Doctorate,Widowed,36318,12,6.62,Education,322,55.55,8,134993,453,98316,2,1,1,Low
LN100441,36,114799,3,Doctorate,Married,31015,36,13.46,Business,669,50.65,1,131904,796,38662,6,1,0,Low
LN100442,54,118385,32,Associate,Widowed,34191,48,4.02,Other,544,25.26,4,71270,614,88970,6,2,1,Medium
LN100443,24,108919,12,Associate,Married,5868,12,5.46,Other,459,39.33,8,86293,573,52169,3,2,0,Medium
LN100444,63,158482,35,Bachelor,Divorced,42146,48,8.65,Other,672,55.74,6,31328,561,72928,8,2,0,Low
LN100445,52,101462,18,Master,Single,34032,24,10.82,Education,584,26.03,8,192892,786,16102,4,2,0,High
LN100446,62,199340,11,Associate,Single,33305,36,5.49,Education,820,51.0,5,24138,753,33457,7,0,1,Medium
LN100447,30,185320,10,Bachelor,Divorced,27640,24,5.48,Business,749,10.47,6,144166,742,87798,4,1,0,Medium
LN100448,27,51159,5,High School,Married,23318,60,15.48,Medical,435,10.18,9,197336,561,52290,1,1,0,Medium
LN100449,19,62039,11,Doctorate,Widowed,18246,36,12.9,Business,395,47.99,4,10028,842,11932,6,3,0,Medium
LN100450,23,67800,26,Master,Married,38844,24,12.31,Other,418,48.07,5,147504,404,11766,5,1,1,Low
LN100451,25,60761,24,Bachelor,Single,37602,36,10.97,Other,673,49.45,0,44819,649,88247,9,1,0,Medium
LN100452,53,114626,2,High School,Divorced,26584,12,19.61,Home,573,56.5,0,89627,737,13292,9,4,1,Low
LN100453,42,138368,2,Doctorate,Divorced,20169,36,4.32,Business,476,15.9,1,6312,468,86223,8,4,0,Medium
LN100454,61,194735,19,High School,Married,30968,36,6.48,Other,576,21.6,3,26973,642,47631,7,3,0,Low
LN100455,64,100903,27,Bachelor,Married,11385,12,14.18,Other,437,55.19,8,103126,529,91435,2,2,0,Medium
LN100456,57,191484,22,Associate,Divorced,13222,24,5.75,Medical,431,18.86,6,187377,322,72944,8,3,0,Low
LN100457,24,138998,2,Doctorate,Single,30444,36,13.22,Home,343,44.11,5,161045,580,76230,3,3,0,Medium
LN100458,63,186439,23,High School,Widowed,43248,48,12.87,Business,422,36.52,0,45390,818,34533,6,0,0,Low
LN100459,40,156885,39,Associate,Widowed,45545,36,19.52,Education,435,14.16,4,148171,552,80773,7,1,0,High
LN100460,36,79894,5,Master,Married,10362,24,18.08,Business,666,24.26,3,50956,703,5778,6,0,0,High
LN100461,63,71444,19,Bachelor,Divorced,38718,12,19.1,Business,672,36.02,4,100379,432,35059,5,1,0,Low
LN100462,39,185341,10,Bachelor,Divorced,13250,24,5.37,Medical,425,52.62,8,15063,573,92097,4,3,0,Low
LN100463,30,81748,31,Doctorate,Divorced,7818,60,17.82,Business,738,45.38,2,95306,531,4866,2,1,0,Medium
LN100464,38,61190,26,High School,Single,41368,36,5.63,Medical,350,41.09,3,94196,844,73965,9,2,0,Low
LN100465,18,60318,20,Master,Married,49109,36,13.94,Medical,436,34.8,7,10605,378,60661,7,2,0,Low
LN100466,36,188090,12,Doctorate,Married,20053,12,15.38,Other,457,24.93,2,97185,334,43352,7,3,0,Low
LN100467,50,144078,21,Doctorate,Married,32426,36,6.15,Education,355,15.96,2,103756,794,88373,4,4,1,Medium
LN100468,21,59759,34,High School,Single,44023,48,13.94,Medical,727,30.45,8,117351,409,50736,5,2,0,Low
LN100469,59,36498,21,Master,Married,29892,48,4.37,Home,742,11.43,4,73964,620,34075,6,3,1,Low
LN100470,20,45989,27,High School,Widowed,48675,24,8.34,Home,625,20.55,9,183277,627,91931,2,0,0,Medium
LN100471,44,176640,20,Bachelor,Married,34361,12,18.7,Education,379,31.62,0,147889,683,81951,4,4,1,Low
LN100472,69,137035,17,Associate,Married,21007,60,6.33,Medical,773,30.93,6,3420,663,97522,4,2,0,Low
LN100473,58,86577,30,Bachelor,Married,19241,24,4.58,Education,676,12.21,6,85448,531,24104,4,3,0,High
LN100474,52,125231,36,Bachelor,Single,49858,12,10.82,Other,632,39.45,5,90897,713,65827,7,3,0,Medium
LN100475,45,181171,20,Doctorate,Widowed,28902,12,17.54,Home,474,37.48,5,28728,593,69222,7,0,0,Low
